id,unit_id,timestamp,timestamp_start,timestamp_end,car_id,car_arm,rfid_tag
1,002B001C3433511230353832,2025-05-19 06:25:43,2025-05-19 06:25:33,2025-05-19 06:25:53,004,B,X6ZAEZ000437
2,002B001C3433511230353832,2025-05-19 06:26:49,2025-05-19 06:26:43,2025-05-19 06:26:55,004,B,X6ZAEZ000361
3,002B001C3433511230353832,2025-05-19 06:27:20,2025-05-19 06:27:10,2025-05-19 06:27:30,004,B,X6ZAEZ000810
4,002B001C3433511230353832,2025-05-19 06:28:26,2025-05-19 06:28:18,2025-05-19 06:28:34,004,B,X6ZAEZ000761
5,002B001C3433511230353832,2025-05-19 06:29:43.500000,2025-05-19 06:29:37,2025-05-19 06:29:50,004,B,X6ZAEZ001509
6,002B001C3433511230353832,2025-05-19 06:30:45,2025-05-19 06:30:36,2025-05-19 06:30:54,004,B,X6ZAEZ000812
7,002B001C3433511230353832,2025-05-19 06:31:16.500000,2025-05-19 06:31:09,2025-05-19 06:31:24,004,B,X6ZAEZ001607
8,002B001C3433511230353832,2025-05-19 06:31:42.500000,2025-05-19 06:31:36,2025-05-19 06:31:49,004,B,X6ZAEZ001546
9,002B001C3433511230353832,2025-05-19 06:34:28.500000,2025-05-19 06:34:21,2025-05-19 06:34:36,004,B,X6ZAEZ001536
10,002B001C3433511230353832,2025-05-19 06:34:59.500000,2025-05-19 06:34:53,2025-05-19 06:35:06,004,B,X6ZAEZ001522
11,002B001C3433511230353832,2025-05-19 06:35:24,2025-05-19 06:35:17,2025-05-19 06:35:31,004,B,X6ZAEZ000815
12,002B001C3433511230353832,2025-05-19 06:37:07.500000,2025-05-19 06:37:00,2025-05-19 06:37:15,004,B,X6ZAEZ001492
13,002B001C3433511230353832,2025-05-19 06:37:34,2025-05-19 06:37:27,2025-05-19 06:37:41,004,B,X6ZAEZ000575
14,002B001C3433511230353832,2025-05-19 06:39:11,2025-05-19 06:39:02,2025-05-19 06:39:20,004,B,X6ZAEZ001579
15,002B001C3433511230353832,2025-05-19 06:39:53,2025-05-19 06:39:45,2025-05-19 06:40:01,004,B,X6ZAEZ001150
16,002B001C3433511230353832,2025-05-19 06:40:26.500000,2025-05-19 06:40:20,2025-05-19 06:40:33,004,B,X6ZAEZ002068
17,002B001C3433511230353832,2025-05-19 06:40:57,2025-05-19 06:40:52,2025-05-19 06:41:02,004,B,X6ZAEZ001917
18,002B001C3433511230353832,2025-05-19 06:41:26.500000,2025-05-19 06:41:21,2025-05-19 06:41:32,004,B,X6ZAEZ001512
19,002B001C3433511230353832,2025-05-19 06:42:02.500000,2025-05-19 06:41:51,2025-05-19 06:42:14,004,B,X6ZAEZ002756
20,002B001C3433511230353832,2025-05-19 06:43:58,2025-05-19 06:43:52,2025-05-19 06:44:04,004,B,X6ZAEZ001530
21,002B001C3433511230353832,2025-05-19 06:44:39.500000,2025-05-19 06:44:31,2025-05-19 06:44:48,004,B,X6ZAEZ001508
22,002B001C3433511230353832,2025-05-19 06:45:09.500000,2025-05-19 06:45:02,2025-05-19 06:45:17,004,B,X6ZAEZ001528
23,002B001C3433511230353832,2025-05-19 06:46:09.500000,2025-05-19 06:46:04,2025-05-19 06:46:15,004,B,X6ZAEZ002646
24,002B001C3433511230353832,2025-05-19 06:46:34.500000,2025-05-19 06:46:30,2025-05-19 06:46:39,004,B,X6ZAEZ000811
25,002B001C3433511230353832,2025-05-19 06:47:08,2025-05-19 06:47:01,2025-05-19 06:47:15,004,B,X6ZAEZ001568
